46,163,66,23,4,0,1
79,152,53,8,1,18,2
68,141,85,13,0,19,4
68,163,50,6,2,18,5
88,139,97,19,5,13,4
36,144,68,17,5,14,5
33,153,80,2,2,7,4
38,190,61,11,2,14,2
48,151,43,20,1,10,1
79,157,99,21,3,16,2
43,173,98,12,4,8,2
26,167,93,15,5,0,3
58,130,69,23,2,10,3
33,172,92,21,5,13,5
28,188,92,22,4,14,3
71,162,61,14,4,7,3
86,153,55,12,4,17,3
17,186,94,4,0,15,5
15,173,82,10,4,16,4
68,142,39,7,5,19,2
48,150,89,19,4,9,2
82,134,30,15,0,7,2
68,149,55,23,3,17,2
68,187,48,19,2,5,3
71,176,76,12,5,19,5
88,139,34,11,2,18,2
70,158,44,20,5,12,3
80,145,43,2,5,16,2
62,157,55,8,4,12,2
39,164,61,6,2,11,1
39,176,98,16,1,13,1
90,151,81,8,3,15,4
56,176,99,3,0,3,2
81,166,76,3,2,14,2
43,170,97,10,5,16,3
77,165,31,11,2,3,1
57,137,90,15,5,16,5
77,138,82,16,4,10,5
44,156,72,2,4,16,3
40,184,93,20,0,20,2
21,190,53,23,2,15,5
54,167,81,19,4,12,1
20,190,39,21,4,17,3
70,176,46,2,5,4,5
39,153,34,3,5,2,2
56,136,36,3,2,7,4
16,163,94,12,5,11,3
67,158,98,14,2,8,2
66,189,88,8,2,12,5
26,131,83,9,3,9,5
75,140,82,16,0,1,2
39,174,51,10,0,12,2
89,139,36,13,4,1,5
29,190,86,23,2,13,5
85,173,72,19,4,1,4
55,131,47,7,4,17,5
63,138,89,22,3,1,4
70,132,67,2,3,19,1
28,171,97,4,5,7,5
48,176,34,4,2,0,2
69,185,55,16,5,6,5
57,158,83,14,1,19,2
68,140,72,21,2,18,1
23,169,72,19,2,20,2
56,150,80,19,3,11,3
47,174,87,18,1,4,1
51,157,51,6,2,14,2
82,177,84,14,3,14,3
36,140,60,21,3,16,1
80,163,41,10,5,13,1
15,178,42,6,2,19,2
49,147,33,23,4,15,4
36,138,60,18,1,7,2
65,174,100,18,1,12,1
46,144,82,13,1,2,5
85,130,54,2,4,17,5
77,170,54,20,2,13,4
32,131,65,18,1,7,5
50,136,59,16,3,17,5
38,138,43,21,0,13,3
73,160,57,19,4,10,1
40,177,40,3,4,15,3
77,157,60,4,2,3,4
31,141,99,5,0,17,3
24,151,56,19,2,4,1
76,130,52,21,2,8,3
61,142,64,17,3,5,1
16,165,72,9,5,6,5
44,140,83,22,1,3,4
65,183,72,3,0,12,3
65,166,32,9,2,17,5
51,190,54,14,5,6,1
86,160,55,7,0,6,4
36,170,40,4,2,9,1
17,146,60,12,3,18,3
19,138,59,18,2,9,5
28,172,69,6,3,4,4
49,185,55,15,1,9,3
39,167,79,13,5,9,4
87,175,51,8,2,10,2
23,189,54,14,1,7,2
31,180,78,5,2,20,5
52,173,63,7,1,3,4
32,186,63,10,5,1,3
73,186,75,18,4,14,5
81,174,70,11,2,16,4
90,175,87,7,0,4,1
72,150,88,11,1,18,1
20,134,74,13,1,9,5
36,160,62,5,2,15,4
38,173,42,12,4,4,1
47,136,41,16,0,12,5
42,144,74,21,2,4,3
50,190,79,14,2,12,5
65,173,94,17,0,1,4
16,159,50,3,1,20,3
48,189,58,13,2,0,2
41,131,98,5,5,12,3
53,142,56,6,3,3,3
49,140,80,13,0,6,3
74,179,87,15,4,8,3
59,185,54,12,5,5,5
55,186,84,23,4,8,3
79,162,48,17,2,12,5
31,130,76,14,4,6,1
36,136,35,22,1,6,5
21,134,96,11,0,7,1
80,173,65,9,3,11,2
88,131,65,4,3,7,3
86,138,32,7,0,18,5
51,162,60,6,1,0,2
50,163,89,6,1,10,2
90,168,50,22,3,14,3
57,159,54,16,5,0,5
68,139,56,3,1,8,3
65,182,63,16,1,14,2
16,190,46,17,2,1,2
84,177,88,14,4,7,5
58,157,51,8,2,16,5
37,160,70,3,1,17,3
25,132,80,4,2,14,5
76,150,100,7,0,2,1
28,183,50,14,0,20,1
54,180,59,20,3,19,2
82,155,85,20,3,1,4
63,183,95,12,1,3,5
63,150,84,6,0,14,1
25,154,37,5,3,3,3
27,189,66,2,3,5,1
75,151,33,23,3,13,5
34,143,61,14,2,4,4
45,184,66,15,2,16,2
62,190,86,14,2,17,1
23,145,78,7,0,10,5
32,140,71,3,1,13,2
42,159,91,6,1,2,4
28,140,79,11,1,16,1
21,164,98,2,1,11,2
39,156,78,2,1,20,5
18,143,75,21,4,19,5
85,163,56,12,5,5,4
87,181,51,4,0,18,4
23,175,63,16,0,14,1
85,175,70,5,5,6,4
72,172,49,21,5,16,1
82,158,81,5,2,0,5
48,130,79,15,2,0,5
52,180,43,7,4,7,5
84,166,32,23,1,16,3
52,185,100,6,4,14,1
50,164,76,12,2,5,3
35,185,40,2,1,2,4
66,180,90,21,0,3,5
16,171,49,16,2,18,1
85,138,97,21,5,1,4
69,132,67,8,1,15,5
30,141,77,11,4,1,1
71,152,67,12,2,3,1
89,151,42,12,0,2,3
25,165,40,3,5,20,2
37,185,82,14,3,12,5
61,176,87,17,2,0,5
75,152,55,10,5,0,1
85,135,74,20,2,20,3
30,190,52,2,3,16,1
47,142,39,15,1,2,5
42,154,83,7,3,4,5
72,147,66,6,1,3,4
76,175,68,20,1,10,1
27,134,79,6,0,10,4
68,156,72,2,0,4,5
53,146,85,13,4,20,1
31,154,35,12,0,15,5
38,156,54,21,4,2,2
62,185,86,8,3,0,4
15,134,45,22,0,5,4
59,187,79,17,4,12,2
28,189,97,7,5,3,3
20,153,56,13,3,2,4
75,169,54,12,3,6,4
58,143,30,3,1,7,5
49,142,41,21,5,19,2
88,183,62,9,1,5,4
48,179,88,14,2,0,2
64,190,56,18,2,6,4
63,140,44,18,4,10,2
51,150,80,19,1,13,4
26,183,97,15,2,18,5
81,188,81,21,1,20,4
80,135,58,5,5,8,3
73,168,48,17,1,0,4
56,171,69,2,1,20,2
72,179,93,23,3,15,4
77,186,73,21,5,2,2
39,163,43,19,5,0,2
79,134,87,18,3,13,5
47,160,46,23,3,14,1
18,168,52,10,4,10,4
49,159,30,10,2,17,5
32,181,34,18,5,7,1
61,155,81,17,2,11,2
88,145,35,22,1,16,3
67,141,75,19,1,14,4
75,169,85,17,4,6,2
87,170,89,7,3,12,5
67,155,81,12,4,1,2
71,136,31,5,0,19,3
26,172,89,7,3,0,4
84,177,67,14,2,19,5
89,131,96,14,3,20,4
37,132,98,18,3,19,3
57,136,30,6,4,0,3
71,171,77,16,1,5,4
50,180,54,14,0,2,3
50,142,42,16,0,4,4
50,158,73,6,1,16,5
59,146,49,14,3,5,3
84,153,78,13,0,19,3
81,147,76,12,1,9,2
29,174,39,4,4,15,4
49,132,67,6,1,2,3
32,170,52,11,5,16,5
27,177,61,9,3,14,5
63,160,65,4,0,1,4
32,173,98,5,4,9,2
28,134,73,11,4,3,3
60,176,93,6,1,20,5
80,130,39,17,1,5,2
66,131,91,5,3,20,1
37,177,41,12,2,9,3
83,151,51,9,4,7,1
69,144,74,11,0,18,5
85,132,36,23,2,20,1
71,176,88,11,1,4,4
71,154,96,13,0,20,5
85,138,50,2,5,19,5
78,133,94,16,4,14,2
19,150,77,2,4,5,3
23,183,38,13,0,15,3
22,176,32,13,0,20,3
49,182,43,20,2,3,4
30,162,55,20,3,8,4
43,174,81,17,0,13,2
34,165,92,16,2,17,2
49,179,80,18,1,19,2
55,166,56,19,1,8,2
38,139,36,3,1,19,4
26,157,98,5,3,8,4
71,175,84,11,2,19,2
80,174,64,17,1,6,5
33,169,88,8,4,13,3
47,143,63,2,1,8,4
36,187,83,12,5,17,2
52,161,80,8,5,5,5
63,165,30,14,0,20,2
23,160,68,18,5,13,1
90,165,50,18,5,14,1
85,162,78,19,2,5,5
24,156,45,12,0,4,3
75,183,50,21,0,18,3
78,188,76,20,4,8,3
47,133,97,5,5,5,3
80,163,94,7,1,17,4
80,172,50,17,4,2,4
67,160,54,10,5,0,2
89,131,95,18,2,15,5
23,161,86,13,1,12,4
73,168,69,12,1,14,3
26,147,99,8,5,18,5
23,175,47,11,1,5,1
38,141,76,18,1,13,1
82,155,45,16,3,17,2
28,172,79,4,5,6,1
73,135,73,21,1,9,4
22,148,30,13,3,11,5
65,176,40,20,3,9,2
74,166,81,20,0,11,2
18,168,72,17,5,6,1
47,131,54,5,3,7,5
34,183,33,8,1,18,5
89,181,46,7,3,12,2
44,173,41,7,1,12,5
23,158,97,22,4,6,1
83,169,92,20,0,16,1
25,136,83,6,4,6,3
30,165,62,4,5,10,4
46,173,46,19,4,17,1
53,182,32,15,2,11,5
55,157,30,21,2,15,5
53,161,81,20,4,7,4
71,171,57,3,4,15,3
28,150,63,18,5,4,1
54,141,54,12,0,14,5
24,167,30,19,5,2,4
40,163,36,23,3,1,3
36,176,67,23,1,17,2
88,169,63,23,3,0,5
68,163,77,17,1,2,4
65,190,70,15,4,4,3
26,167,35,10,3,14,4
78,136,54,13,2,13,2
53,168,85,23,5,16,5
34,179,42,17,4,3,1
85,157,91,13,3,10,1
69,140,43,21,1,0,2
64,178,100,11,2,8,3
40,132,37,22,4,1,1
90,167,32,20,0,12,3
80,148,43,3,3,15,3
36,134,67,15,1,5,5
29,138,40,12,1,19,4
32,154,55,2,4,16,4
71,178,100,6,2,20,1
20,141,45,2,4,17,4
19,158,95,19,1,14,1
36,130,64,14,1,15,4
22,169,68,15,1,19,5
83,130,60,13,3,14,4
56,189,91,3,4,20,3
19,137,76,19,5,8,4
74,160,78,4,0,2,4
48,130,47,10,0,12,4
18,153,74,4,1,6,1
76,149,68,3,3,17,3
70,154,54,14,1,19,5
20,167,82,19,4,1,3
17,149,35,13,1,12,2
74,136,96,8,0,13,3
64,181,99,13,5,13,5
70,164,99,8,0,3,5
42,133,67,16,4,16,3
47,151,79,6,4,19,4
44,146,48,19,4,6,2
32,143,87,4,2,1,1
73,139,83,23,2,1,1
69,173,91,19,0,4,5
62,174,44,18,3,4,1
70,175,52,20,0,14,2
22,132,69,15,3,1,2
87,166,64,5,2,8,1
17,132,83,11,4,5,1
47,174,82,2,5,5,3
53,150,30,12,4,2,2
24,172,99,18,1,1,5
40,171,95,8,4,19,5
40,185,64,3,0,7,2
71,174,48,10,0,5,2
69,177,50,8,2,10,2
38,144,67,10,2,4,2
79,167,98,3,5,20,5
30,164,42,7,3,19,2
64,142,97,2,1,5,1
57,163,77,10,0,6,1
43,165,30,21,0,8,5
66,143,50,4,3,13,3
58,178,31,13,1,19,4
15,189,66,16,4,3,4
21,164,39,11,1,11,4
57,160,66,11,0,17,4
53,140,74,9,2,15,3
82,159,92,22,4,0,1
52,151,61,3,0,4,5
30,176,74,13,0,12,3
73,170,78,5,3,10,3
27,146,41,16,0,4,1
55,174,42,10,1,9,4
27,139,62,5,4,19,5
20,152,96,19,2,17,3
53,151,45,16,1,2,3
21,154,91,21,3,19,1
55,146,44,8,1,10,2
34,175,76,17,1,17,4
79,139,61,22,3,7,4
69,160,30,7,3,17,4
61,179,69,11,5,19,3
33,166,99,12,4,9,5
28,176,44,12,0,16,2
46,165,61,6,0,13,3
58,176,73,18,4,18,1
26,159,62,8,0,18,2
19,154,70,21,2,3,5
62,180,66,21,5,9,3
74,173,91,12,0,6,5
33,160,56,2,4,12,2
57,152,52,13,0,2,5
81,137,82,7,0,7,3
79,173,38,10,3,13,2
90,165,89,23,5,8,4
79,182,59,23,5,18,1
45,182,60,12,5,6,3
55,155,53,17,2,9,2
41,134,57,9,4,8,5
21,131,66,15,0,1,3
41,186,31,2,1,2,3
90,140,59,20,3,7,3
74,172,31,6,2,18,4
17,181,33,16,2,13,3
40,170,67,16,5,15,4
37,185,70,16,4,7,5
57,152,88,9,5,4,1
52,159,48,8,2,2,2
64,173,58,7,0,3,5
29,130,63,14,4,1,2
70,134,70,2,3,4,3
64,164,98,14,0,6,1
86,134,39,4,1,3,4
78,178,37,19,4,3,3
76,164,71,8,5,9,2
64,141,31,9,5,16,3
50,157,55,17,4,2,1
84,176,75,14,1,18,2
35,156,39,14,3,0,4
62,155,80,19,1,20,1
81,163,86,11,5,18,3
54,164,55,23,3,9,2
86,135,75,5,5,4,2
38,164,44,21,4,10,4
16,145,68,18,3,16,2
18,190,39,23,4,2,3
35,137,74,20,4,1,2
26,145,46,18,1,16,2
22,168,84,8,4,18,5
50,154,53,3,3,0,1
50,156,71,9,3,13,4
76,167,71,20,4,5,1
52,187,45,10,2,15,4
54,135,94,13,1,18,3
60,160,71,4,2,12,5
58,160,36,15,3,5,4
76,142,99,6,1,1,5
17,148,41,8,5,16,4
44,131,30,2,5,0,2
44,189,80,4,2,15,2
82,177,57,11,1,15,2
75,171,55,6,4,6,5
20,144,72,15,2,15,4
22,163,41,23,2,15,5
85,138,75,18,2,6,1
39,141,68,20,0,5,2
63,185,36,19,5,13,4
15,184,65,11,5,6,2
87,180,58,15,2,0,2
29,172,51,14,1,10,4
60,162,39,17,2,5,3
66,152,56,18,2,4,5
38,190,92,3,5,10,3
84,142,33,13,4,17,5
53,161,63,4,1,3,3
26,190,81,22,0,13,5
40,135,74,12,1,0,3
74,161,33,14,0,6,3
55,180,55,4,2,17,3
47,148,58,14,0,17,5
37,160,98,15,0,11,5
32,143,83,22,5,12,5
86,145,60,23,0,7,5
40,145,49,19,0,18,2
57,178,63,12,2,10,2
32,142,96,13,4,11,4
68,166,65,10,4,19,1
60,181,51,4,5,3,4
85,161,83,21,5,3,4
51,160,53,16,0,5,4
63,148,60,22,1,18,1
55,177,68,11,4,4,4
40,160,39,4,4,10,3
61,169,99,9,4,14,5
67,187,74,19,3,12,5
57,165,57,19,5,16,1
50,175,37,20,2,0,4
69,161,45,13,3,12,3
63,158,37,20,3,8,5
55,165,91,22,4,15,3
80,151,66,9,2,9,1
62,164,93,12,5,16,1
90,138,49,22,2,9,1
47,159,82,19,4,7,4
71,170,71,16,2,20,3
48,141,35,3,4,15,2
79,158,60,18,2,18,2
87,162,57,5,1,12,5
55,154,48,19,5,16,1
21,157,38,18,1,18,1
77,190,30,22,3,12,3
60,158,56,7,2,13,5
55,153,94,8,4,4,5
66,178,64,17,2,11,2
62,152,74,5,3,8,1
20,140,73,21,4,11,4
32,185,35,3,4,15,4
68,140,97,7,3,10,2
34,173,95,6,4,4,5
69,183,72,3,2,12,3
37,152,58,20,5,5,3
75,161,50,15,5,8,4
25,138,46,23,2,19,1
34,183,48,17,1,10,3
86,134,32,9,1,10,1
88,182,30,5,2,8,2
85,139,69,3,5,17,5
60,181,87,10,4,17,3
79,138,53,14,3,11,4
62,185,64,12,0,15,2
51,188,44,11,5,4,5
29,132,61,13,0,8,5
84,168,90,7,5,14,2
68,143,35,18,4,12,3
73,135,90,22,5,2,1
88,157,59,9,4,9,4
44,152,71,8,2,19,5
71,150,67,13,4,15,5
54,138,61,9,1,7,1
65,166,90,13,1,18,4
22,137,86,22,1,2,2
21,169,66,9,1,15,1
79,149,52,13,1,5,5
36,169,41,11,2,1,4
69,159,66,12,3,1,2
43,177,99,20,3,12,3
22,132,44,11,4,13,2
65,185,66,17,0,5,3
50,159,46,11,1,17,3
59,181,52,3,1,17,3
19,157,33,13,0,16,1
21,161,85,4,0,15,4
62,176,98,23,2,14,4
69,150,56,14,5,3,1
28,173,61,15,3,6,5
50,131,37,10,4,16,4
87,174,64,14,4,10,3
80,145,89,9,0,2,1
58,168,75,13,5,12,4
45,186,44,18,2,8,3
20,138,76,16,2,16,3
44,180,39,20,3,2,4
89,166,50,5,3,3,1
38,146,98,14,1,5,1
35,139,78,21,1,5,1
67,150,94,10,0,10,1
56,131,68,15,2,13,1
53,136,93,19,3,18,4
56,172,38,21,1,17,1
17,145,57,14,0,11,4
22,154,61,22,1,3,4
47,184,83,16,4,16,1
58,136,73,9,4,7,4
61,188,40,2,2,7,4
72,162,62,7,3,10,3
45,182,87,12,4,12,4
37,144,95,15,4,7,5
65,162,52,12,5,1,1
58,171,57,18,1,9,1
64,190,56,10,4,19,5
72,148,96,13,1,0,5
80,165,31,2,0,11,1
45,150,82,17,0,15,2
69,186,35,19,4,14,2
22,173,92,21,0,0,2
64,159,77,3,5,9,4
75,145,97,14,4,0,3
20,182,34,13,4,5,2
45,146,37,10,4,15,5
48,182,78,3,5,19,5
87,146,76,21,0,14,5
90,187,77,20,5,9,3
47,181,45,19,5,8,3
59,136,60,21,5,17,4
71,168,35,2,0,5,2
21,149,90,14,5,5,1
18,135,99,14,2,20,2
81,182,99,4,5,7,2
39,188,59,9,3,0,2
27,139,39,7,0,20,4
88,187,86,19,0,18,2
82,165,77,5,2,7,4
80,179,48,17,5,7,2
75,163,37,23,5,5,4
84,176,59,23,5,2,2
76,170,83,10,0,18,2
31,179,79,11,2,19,2
85,159,75,14,1,4,4
70,130,54,22,3,4,2
30,149,59,13,3,3,3
42,163,74,7,3,1,3
88,150,37,23,2,18,1
67,178,52,19,3,10,2
18,155,66,2,4,6,5
31,169,80,21,1,12,3
27,185,67,10,3,15,3
60,143,52,19,0,14,4
51,135,52,5,0,10,3
19,132,62,12,5,2,5
57,131,62,14,1,0,4
85,171,100,22,5,9,5
48,151,41,23,0,20,2
83,188,38,10,3,6,5
28,157,99,13,1,5,4
18,149,81,18,0,7,3
83,177,74,7,4,20,4
69,167,98,11,1,13,3
36,162,92,3,3,8,3
79,185,67,5,2,3,4
27,178,58,5,1,0,3
79,180,65,4,5,10,4
45,185,83,4,4,20,3
67,148,65,19,0,2,3
53,169,33,7,4,3,5
51,167,63,14,5,14,1
75,156,80,11,2,19,5
56,187,37,19,2,10,5
82,148,71,18,5,19,3
76,144,31,14,0,0,1
37,186,89,22,2,19,4
84,130,97,20,1,11,1
30,135,54,22,1,16,5
47,174,79,3,3,19,4
72,141,83,23,0,12,3
69,172,35,14,0,15,3
48,184,82,4,0,16,1
74,181,70,19,0,3,3
42,147,59,20,3,14,5
17,134,73,3,2,5,4
33,166,35,6,5,7,3
81,149,65,2,0,8,3
65,179,55,23,5,3,1
83,146,34,10,3,4,1
27,148,54,2,0,8,5
31,155,50,22,5,9,4
78,148,96,11,5,18,2
81,137,35,17,4,19,1
82,150,72,20,3,16,3
49,170,72,12,1,11,3
18,146,65,15,3,6,3
71,175,35,12,5,5,5
74,181,99,4,0,20,1
37,160,61,17,5,2,4
78,146,51,7,3,14,5
78,134,95,14,0,4,3
23,176,89,23,2,8,4
69,149,94,4,4,15,3
79,141,47,2,4,17,5
70,178,30,16,0,17,4
22,160,62,11,1,7,5
19,182,64,5,4,2,3
43,160,86,2,4,2,4
38,134,91,23,3,9,2
53,187,84,12,3,20,3
35,132,93,8,2,1,1
62,161,51,3,2,1,1
87,177,87,8,5,6,3
34,179,54,13,2,2,2
42,149,94,8,4,19,1
15,146,99,5,3,1,5
22,174,84,12,4,4,4
80,174,58,22,5,0,3
55,171,71,20,0,1,2
48,156,98,18,3,7,4
57,137,47,19,3,17,1
58,149,92,14,3,16,1
53,145,72,9,2,13,5
74,175,31,3,3,11,3
29,181,55,18,4,16,1
67,172,37,22,5,10,2
49,150,70,21,2,15,5
44,172,68,2,4,15,5
18,178,97,18,3,0,3
55,139,64,10,2,20,5
70,171,36,17,5,12,3
65,135,78,23,0,12,5
23,164,97,17,4,7,3
89,182,41,12,0,16,3
66,170,72,11,0,10,3
78,160,99,21,3,4,3
62,180,36,21,0,17,5
44,182,98,10,5,19,4
77,186,31,2,4,7,5
36,173,52,22,1,0,1
62,146,88,5,4,12,4
84,187,85,4,2,4,5
78,158,45,15,5,7,4
84,145,45,13,4,10,5
27,131,46,14,2,6,1
63,154,59,8,3,5,2
35,141,97,20,4,2,5
56,149,50,23,2,1,2
27,173,76,11,4,12,1
38,178,87,13,4,15,3
84,153,89,14,0,13,4
30,132,54,17,0,19,3
30,169,31,4,0,12,5
76,156,52,8,5,10,5
68,163,52,11,5,19,4
58,175,52,10,0,2,4
81,145,62,13,2,7,1
78,176,53,18,2,7,5
72,157,99,22,0,4,3
21,135,78,22,0,14,1
33,171,71,11,0,13,2
49,148,45,18,4,7,1
40,180,83,9,4,16,1
42,150,65,18,2,5,4
51,151,81,20,5,4,3
57,181,46,2,4,19,2
43,168,85,8,1,7,2
28,151,48,5,3,6,1
21,153,38,8,5,6,5
88,189,76,23,5,6,1
40,174,100,2,5,7,3
84,136,97,19,2,17,4
61,138,46,8,3,8,2
37,136,56,2,3,1,3
51,130,82,22,4,16,4
16,130,51,23,0,18,4
46,187,100,19,1,8,5
66,153,61,9,4,18,3
47,135,39,20,0,10,5
82,141,35,21,0,1,4
41,140,94,16,5,17,1
56,141,55,16,0,9,2
64,157,42,11,5,2,4
58,170,77,23,4,12,5
81,183,96,2,4,19,3
75,166,34,10,5,1,5
59,185,52,10,1,18,4
31,169,95,12,1,19,1
48,135,68,23,2,4,3
26,133,75,11,4,8,1
74,158,38,22,2,4,5
55,169,33,7,4,11,4
88,137,61,19,5,7,3
37,163,37,18,5,6,3
77,138,53,5,3,4,3
70,131,35,19,4,16,2
45,165,71,8,5,12,4
55,157,96,22,2,6,3
77,186,80,15,3,18,4
61,183,35,12,3,16,5
88,150,87,22,3,3,4
62,159,69,3,4,10,4
31,162,62,2,3,8,4
53,157,59,18,0,13,1
34,184,60,14,2,16,1
41,168,96,4,3,3,2
15,187,83,18,5,20,2
74,134,34,3,2,7,3
88,167,39,20,4,20,4
67,171,80,5,0,13,3
73,187,85,13,5,5,2
22,146,48,4,0,0,4
30,157,70,10,1,20,5
78,134,72,23,0,11,3
78,153,36,10,4,4,3
63,155,92,3,1,2,5
88,146,66,11,3,13,2
21,147,70,9,4,5,3
48,140,84,19,2,20,1
73,154,60,11,2,1,5
39,183,83,16,1,5,4
51,156,56,22,0,17,1
44,149,62,13,0,1,3
52,157,80,8,1,18,3
35,151,97,8,2,4,2
29,137,30,8,0,9,1
38,189,71,8,4,0,3
26,131,85,6,5,11,2
87,140,52,3,3,2,1
19,135,94,7,0,12,2
15,159,43,10,1,18,2
54,133,66,4,4,5,3
73,130,93,23,1,0,5
77,142,84,5,3,3,1
67,164,97,9,1,2,4
86,155,33,15,3,14,1
20,135,46,17,1,20,1
75,155,88,12,2,18,1
85,132,91,8,3,12,5
35,150,38,10,1,1,3
28,176,41,14,5,18,1
81,152,64,19,4,17,1
55,167,94,22,2,18,5
57,178,46,9,3,13,5
82,150,51,15,5,15,4
50,179,34,20,4,12,3
61,179,40,10,2,1,4
59,187,95,14,0,14,3
15,163,48,23,5,19,4
56,168,44,15,5,3,5
64,132,64,16,3,5,3
50,180,55,14,5,0,1
70,131,55,7,5,18,5
30,173,53,21,2,19,3
75,176,96,20,0,0,4
56,134,60,12,5,1,3
41,135,65,14,5,12,4
78,156,68,4,1,6,1
70,136,78,13,5,19,5
51,149,61,12,2,0,4
79,173,47,2,4,6,5
90,142,45,3,2,5,4
16,184,37,17,5,7,5
67,187,32,14,5,6,2
55,139,56,14,4,5,4
38,130,89,18,1,16,5
18,159,52,19,2,12,5
15,153,62,3,4,9,4
64,177,76,18,1,6,4
71,146,71,12,5,4,3
27,177,88,23,1,19,1
31,172,82,22,4,10,4
68,175,58,22,1,18,5
50,169,43,9,5,18,2
19,180,61,17,5,12,1
32,182,96,4,5,20,1
35,187,40,6,0,11,2
83,185,94,18,1,17,5
28,133,96,19,1,3,5
55,145,42,7,3,7,3
35,165,70,19,3,8,2
28,182,41,21,5,20,5
44,174,76,15,4,10,4
78,170,60,3,0,3,5
20,164,81,2,0,9,3
77,166,43,22,3,1,1
41,157,31,6,0,0,4
63,154,98,8,5,7,1
50,183,39,12,3,14,3
73,145,99,17,4,20,3
23,131,79,15,2,10,1
50,132,82,19,1,17,3
80,145,39,10,2,4,2
25,164,66,7,2,19,2
56,171,47,20,4,19,3
77,130,63,3,3,15,2
81,176,89,19,3,18,1
54,163,85,22,4,3,4
58,137,89,16,0,11,4
15,166,89,14,3,14,4
54,179,36,18,2,14,5
19,151,98,19,4,14,2
65,181,94,14,1,3,2
55,157,42,8,0,12,2
79,145,88,14,0,5,3
42,144,43,18,1,12,3
46,153,44,16,2,2,1
61,163,44,13,2,13,5
25,170,54,4,5,2,2
68,160,97,10,4,16,5
86,172,81,15,0,1,5
89,173,80,19,5,12,4
48,184,79,11,0,19,2
37,168,87,4,3,12,4
71,146,95,12,4,9,2
38,139,88,19,0,15,5
46,135,61,22,0,19,1
69,138,45,22,3,8,5
87,167,46,9,5,10,4
70,141,100,9,0,17,5
40,169,58,19,0,13,3
17,136,70,7,2,10,3
43,167,81,16,2,2,5
53,168,75,19,2,12,4
82,154,36,5,2,9,2
83,156,33,6,5,20,2
84,149,46,19,5,1,2
59,170,76,11,1,10,4
