27,159,5
85,145,1
97,145,4
86,150,5
68,148,4
73,173,3
80,184,4
34,156,3
57,174,4
75,180,1
21,177,2
34,144,4
40,187,2
54,153,5
18,166,1
44,174,4
98,163,1
37,150,4
92,168,2
15,186,1
10,186,5
83,163,4
81,155,1
16,180,2
65,169,1
70,183,5
80,169,4
91,189,2
71,141,5
68,143,4
86,184,4
79,186,1
58,178,1
54,174,5
97,189,1
17,179,1
68,167,3
47,174,3
68,164,3
80,183,5
94,185,1
95,159,2
61,189,2
100,152,3
52,161,2
88,174,2
14,142,3
84,177,5
13,161,1
24,156,1
22,145,4
12,176,4
63,152,2
58,170,3
99,180,1
27,187,5
72,169,5
13,155,4
80,175,5
77,181,5
10,149,5
87,145,1
60,159,5
22,140,1
18,147,3
14,149,4
80,176,3
69,177,2
62,155,1
51,162,4
67,167,4
72,151,3
58,167,1
70,167,5
98,171,1
27,141,5
16,186,1
35,164,2
87,156,5
76,151,5
46,159,2
80,184,1
89,173,1
70,176,1
96,146,1
25,179,2
87,165,4
89,185,1
94,153,1
51,171,4
32,182,1
42,184,1
14,189,3
33,160,4
79,188,2
49,167,2
37,144,5
21,160,1
15,142,5
48,152,2
80,145,4
95,146,1
28,149,4
18,144,4
85,176,2
21,163,4
41,140,1
54,178,1
99,141,2
95,178,4
56,166,1
88,161,1
36,152,2
50,160,2
17,163,5
87,187,5
69,186,4
98,149,2
49,163,5
12,170,3
50,169,1
72,143,2
72,158,2
21,149,2
55,187,4
33,149,3
47,169,3
37,168,2
77,166,1
27,161,1
78,188,4
95,170,5
69,149,2
50,184,2
31,169,5
33,171,3
64,145,1
19,143,4
87,154,1
58,180,4
10,154,2
20,157,3
48,143,4
44,182,3
47,182,4
18,189,3
79,168,3
42,178,4
88,163,3
14,188,4
33,143,2
72,182,4
21,167,5
18,176,5
11,180,2
84,185,2
20,175,2
46,153,4
58,166,4
42,181,3
66,144,1
59,167,2
23,169,4
96,190,1
63,184,3
23,159,4
46,156,5
25,180,3
45,146,2
30,169,2
66,160,4
49,162,1
79,167,1
27,146,5
16,164,3
68,148,3
15,181,4
34,143,1
63,185,3
21,142,1
92,160,5
87,176,4
11,161,4
30,186,4
38,159,3
79,140,4
63,159,4
82,154,3
81,143,2
67,183,1
39,140,4
94,152,3
68,186,2
47,167,5
25,179,4
88,182,2
78,176,5
70,188,5
11,180,4
29,174,2
46,158,4
17,162,4
76,190,4
26,161,2
55,188,3
69,154,1
36,161,4
69,151,5
49,178,1
62,167,2
27,167,5
33,168,5
82,178,5
49,172,1
65,175,3
21,155,1
50,144,2
94,148,5
67,162,2
65,143,2
74,146,2
15,157,1
31,150,5
41,162,2
91,177,5
40,146,2
74,161,2
36,158,3
42,175,5
69,189,3
28,181,5
32,173,3
35,181,2
54,189,1
99,161,5
18,153,2
87,190,4
10,184,4
70,148,3
74,152,4
58,160,3
69,186,2
30,189,1
49,187,5
52,182,4
85,181,4
69,175,4
39,182,3
31,178,5
63,188,3
53,171,1
56,157,3
32,182,2
33,162,4
55,162,3
57,158,3
24,142,2
95,151,2
29,162,4
43,188,3
10,155,2
11,166,4
41,145,2
64,162,3
61,140,2
39,169,5
29,143,1
75,187,2
34,163,3
99,151,3
49,165,4
51,162,4
40,142,4
78,156,2
75,156,3
50,144,1
53,144,1
43,141,1
56,181,3
34,177,2
24,140,3
57,172,2
97,162,3
93,180,2
15,174,1
35,148,3
12,152,3
95,189,2
81,188,1
40,186,4
12,183,1
30,185,3
75,190,5
37,177,1
97,190,1
79,182,4
12,179,4
34,167,1
73,178,1
15,147,3
72,156,5
96,189,2
71,170,4
63,152,3
85,179,1
64,181,3
25,185,4
76,147,3
83,188,4
90,170,2
97,176,5
77,188,4
66,164,5
30,175,4
86,150,2
91,153,3
100,157,3
45,150,4
84,167,1
73,172,2
12,179,3
78,152,5
90,147,3
48,150,5
97,163,1
90,163,5
63,154,3
59,174,3
39,184,2
42,190,2
98,167,4
61,142,4
12,165,5
82,181,4
73,166,4
86,175,1
91,150,4
65,172,5
13,184,3
83,141,2
54,143,4
80,151,4
36,189,3
33,156,2
15,157,5
75,170,3
37,160,4
63,151,5
76,178,3
59,163,1
67,159,5
24,184,3
98,181,4
51,181,3
43,178,4
66,189,1
81,170,2
56,190,1
75,173,4
91,168,5
19,145,5
18,163,5
43,143,3
24,140,5
30,169,1
21,146,3
51,148,2
99,189,2
66,183,4
40,148,1
37,161,2
81,144,3
43,174,2
21,160,5
28,143,1
68,145,1
22,164,4
72,182,2
55,169,2
63,163,5
33,155,5
100,168,4
82,187,1
40,189,4
21,155,3
55,190,3
74,175,3
51,180,2
73,170,3
51,142,4
43,188,4
78,143,4
58,187,1
61,165,1
98,147,4
30,165,3
96,169,3
65,143,4
30,153,4
50,175,4
98,141,3
11,177,2
25,181,4
29,160,2
48,152,1
91,147,1
37,183,2
86,181,2
96,172,2
38,148,3
40,180,5
78,181,4
57,158,5
14,162,1
45,164,5
93,165,4
80,189,2
29,167,2
100,182,4
64,190,5
61,181,3
19,165,5
45,174,5
23,169,4
14,152,5
62,165,2
24,171,5
55,156,3
49,164,1
65,160,2
12,189,4
40,154,3
13,160,2
83,168,2
19,189,3
43,160,5
95,142,1
77,175,3
27,146,2
95,145,5
84,189,5
72,141,5
38,177,1
59,164,5
95,174,3
94,152,5
100,164,1
92,167,3
43,164,3
87,156,5
76,181,1
39,172,5
16,158,5
17,174,4
66,167,2
29,148,3
93,190,3
68,148,2
66,168,5
97,159,4
46,142,5
45,155,5
29,172,5
81,185,4
63,166,5
100,183,5
32,170,5
24,190,1
84,149,5
75,170,1
53,153,4
53,141,1
36,163,4
10,188,1
16,161,2
65,170,3
46,173,5
25,189,1
26,171,4
80,177,3
83,148,1
64,184,2
15,183,4
82,175,5
12,150,4
79,152,2
70,141,2
59,161,1
47,153,2
58,185,3
15,181,3
20,160,2
19,147,1
11,148,3
22,148,5
93,185,1
100,178,4
94,176,1
95,161,1
52,169,1
53,150,4
99,165,5
85,150,3
91,179,3
48,177,1
27,182,4
43,152,4
48,153,2
34,169,4
13,146,4
84,156,2
75,188,2
44,170,2
35,183,4
71,174,4
19,149,2
63,162,3
13,157,2
92,188,2
48,174,2
40,175,3
19,148,3
89,160,3
93,163,5
60,163,2
29,180,1
32,148,3
97,184,4
33,154,4
54,154,3
10,156,2
40,189,3
49,152,5
24,175,2
86,163,4
80,153,5
72,164,4
87,164,1
33,157,3
100,175,2
59,181,3
41,149,1
29,148,2
94,184,2
72,157,3
29,177,4
30,182,1
38,186,2
52,148,3
71,151,1
19,169,5
86,187,4
96,167,4
80,179,3
85,179,4
17,169,5
35,177,5
19,178,2
66,160,1
82,173,3
97,183,4
20,190,2
70,165,2
48,171,1
40,153,2
57,179,2
70,154,3
90,146,4
55,157,4
73,167,1
98,178,3
78,190,5
53,177,4
56,154,2
46,162,1
38,170,4
39,153,3
56,144,5
52,165,5
53,175,3
75,168,1
26,161,1
54,152,4
83,149,1
32,158,4
56,156,2
71,167,4
93,173,4
39,178,2
67,170,1
13,177,2
71,158,4
40,165,5
24,177,3
32,178,3
59,145,3
92,170,4
91,147,2
36,190,4
93,146,3
54,149,3
40,154,2
95,166,2
27,166,2
47,151,5
58,148,2
43,148,5
27,173,4
56,152,1
61,188,2
57,151,2
61,175,1
15,169,1
67,169,1
17,142,2
26,187,4
88,167,3
83,163,2
87,159,5
57,189,1
59,149,3
74,154,5
31,144,2
16,143,3
47,168,4
58,166,2
28,142,1
93,161,4
31,154,1
10,173,2
23,143,1
95,162,3
45,180,2
55,140,1
16,177,3
36,170,1
79,189,2
94,162,1
72,183,3
73,178,5
39,184,3
59,167,5
22,146,3
83,153,1
94,176,2
14,167,5
22,177,1
72,158,5
69,185,1
69,174,4
70,156,3
44,167,4
99,154,1
72,179,1
72,148,3
63,185,3
43,189,2
39,184,2
19,160,5
99,165,3
